期号,前区1,前区2,前区3,前区4,前区5,后区1,后区2,奖池奖金(元),一等奖-注数,一等奖-奖金(元),二等奖-注数,二等奖-奖金(元),总投注额(元),开奖日期
24123,3.0,9.0,16.0,30.0,31.0,8.0,9.0,"852,251,926",7.0,"9,140,228",200.0,"53,660","283,405,074",2024/10/23
24122,5.0,6.0,9.0,15.0,17.0,3.0,10.0,"873,167,406",2.0,"10,000,000",163.0,"67,642","280,871,730",2024/10/21
24121,7.0,15.0,18.0,24.0,33.0,4.0,5.0,"853,826,236",12.0,"7,033,857",168.0,"76,309","292,563,058",2024/10/19
24120,4.0,12.0,17.0,23.0,27.0,2.0,8.0,"921,780,534",7.0,"9,594,830",146.0,"82,997","280,844,941",2024/10/16
24119,6.0,12.0,28.0,30.0,33.0,2.0,7.0,"940,710,313",7.0,"9,881,541",71.0,"174,879","278,151,059",2024/10/14
24118,1.0,3.0,9.0,16.0,19.0,5.0,11.0,"958,387,740",15.0,"6,673,506",351.0,"24,262","300,619,285",2024/10/12
24117,2.0,10.0,22.0,26.0,28.0,2.0,4.0,"1,025,830,819",4.0,"9,706,493",177.0,"61,759","279,087,954",2024/10/9
24116,1.0,3.0,6.0,16.0,25.0,1.0,11.0,"1,040,962,748",1.0,"10,000,000",66.0,"203,919","263,019,108",2024/10/7
24115,3.0,4.0,12.0,19.0,24.0,8.0,12.0,"988,785,697",8.0,"7,465,766",128.0,"95,071","243,348,471",2024/10/5
24114,12.0,27.0,30.0,34.0,35.0,5.0,11.0,"1,038,006,420",3.0,"10,000,000",77.0,"190,925","290,854,587",2024/9/30
24113,16.0,18.0,25.0,26.0,33.0,4.0,8.0,"1,008,302,191",5.0,"10,000,000",122.0,"90,958","317,006,955",2024/9/28
24112,5.0,15.0,24.0,31.0,34.0,3.0,10.0,"1,014,832,821",1.0,"10,000,000",81.0,"157,205","283,593,275",2024/9/25
24111,3.0,9.0,19.0,27.0,30.0,7.0,11.0,"966,755,238",15.0,"6,071,953",249.0,"32,920","280,484,335",2024/9/23
24110,1.0,7.0,8.0,18.0,28.0,4.0,12.0,"1,060,908,946",2.0,"10,000,000",191.0,"53,245","307,601,707",2024/9/21
24109,12.0,23.0,26.0,27.0,28.0,3.0,11.0,"1,040,316,852",3.0,"10,000,000",96.0,"144,071","282,500,167",2024/9/18
24108,16.0,17.0,21.0,31.0,34.0,3.0,8.0,"1,012,698,648",7.0,"9,949,930",37.0,"391,432","270,720,268",2024/9/16
24107,6.0,14.0,16.0,18.0,34.0,3.0,10.0,"1,030,077,351",4.0,"10,000,000",135.0,"106,428","303,292,855",2024/9/14
24106,5.0,11.0,19.0,22.0,29.0,2.0,12.0,"1,014,306,627",9.0,"7,381,712",160.0,"71,734","283,352,466",2024/9/11
24105,14.0,20.0,21.0,28.0,32.0,9.0,11.0,"1,064,900,749",2.0,"10,000,000",70.0,"217,870","281,222,334",2024/9/9
24104,1.0,4.0,9.0,13.0,17.0,6.0,9.0,"1,026,470,045",3.0,"10,000,000",105.0,"128,495","303,918,306",2024/9/7
24103,19.0,21.0,29.0,32.0,33.0,6.0,8.0,"1,003,149,772",5.0,"10,000,000",76.0,"183,185","285,358,461",2024/9/4
24102,1.0,5.0,9.0,14.0,20.0,5.0,11.0,"991,319,515",2.0,"10,000,000",150.0,"78,865","286,610,488",2024/9/2
24101,16.0,19.0,22.0,27.0,35.0,6.0,10.0,"960,205,928",0.0,0,63.0,"240,725","296,382,861",2024/8/31
24100,2.0,12.0,19.0,22.0,32.0,5.0,11.0,"894,146,459",6.0,"9,951,022",144.0,"89,979","278,077,493",2024/8/28
24099,4.0,10.0,24.0,31.0,35.0,5.0,8.0,"911,074,907",4.0,"10,000,000",36.0,"386,908","276,604,624",2024/8/26
24098,3.0,10.0,15.0,19.0,29.0,9.0,10.0,"904,522,393",6.0,"9,380,836",135.0,"88,093","298,358,972",2024/8/24
24097,7.0,11.0,12.0,14.0,19.0,2.0,8.0,"925,914,938",5.0,"10,000,000",76.0,"148,425","275,862,263",2024/8/21
24096,2.0,3.0,23.0,27.0,31.0,1.0,10.0,"928,765,335",5.0,"10,000,000",123.0,"110,523","274,611,467",2024/8/19
24095,1.0,7.0,19.0,26.0,27.0,3.0,5.0,"942,654,792",3.0,"10,000,000",98.0,"114,170","292,394,451",2024/8/17
24094,12.0,13.0,24.0,29.0,31.0,2.0,8.0,"921,004,006",6.0,"10,000,000",93.0,"149,808","268,381,009",2024/8/14
24093,16.0,24.0,26.0,28.0,29.0,8.0,12.0,"933,160,956",2.0,"10,000,000",73.0,"160,783","267,469,695",2024/8/12
24092,2.0,4.0,25.0,26.0,31.0,1.0,6.0,"896,954,081",2.0,"10,000,000",89.0,"161,478","291,452,049",2024/8/10
24091,1.0,8.0,11.0,17.0,21.0,1.0,2.0,"853,175,803",7.0,"9,748,244",99.0,"129,951","275,909,984",2024/8/7
24090,2.0,3.0,6.0,28.0,33.0,7.0,11.0,"871,435,470",6.0,"10,000,000",82.0,"180,349","272,808,891",2024/8/5
24089,5.0,6.0,29.0,30.0,34.0,7.0,8.0,"883,749,233",9.0,"7,163,757",127.0,"78,297","295,210,405",2024/8/3
24088,1.0,2.0,23.0,28.0,32.0,3.0,5.0,"936,027,719",1.0,"10,000,000",47.0,"283,766","275,758,279",2024/7/31
24087,7.0,10.0,20.0,28.0,34.0,5.0,10.0,"878,620,336",5.0,"9,672,418",75.0,"155,962","270,914,474",2024/7/29
24086,11.0,12.0,14.0,22.0,28.0,7.0,11.0,"894,351,076",4.0,"10,000,000",85.0,"144,025","289,812,124",2024/7/27
24085,2.0,9.0,16.0,29.0,35.0,1.0,6.0,"884,649,055",2.0,"10,000,000",133.0,"100,556","272,997,715",2024/7/24
24084,4.0,11.0,16.0,17.0,23.0,5.0,10.0,"843,256,869",7.0,"9,606,887",69.0,"179,261","273,725,306",2024/7/22
24083,9.0,11.0,12.0,13.0,30.0,7.0,9.0,"862,133,986",30.0,"5,386,805",230.0,"24,313","286,958,348",2024/7/20
24082,8.0,21.0,23.0,24.0,26.0,4.0,5.0,"1,063,036,331",3.0,"10,000,000",211.0,"69,411","267,432,531",2024/7/17
24081,14.0,15.0,25.0,27.0,34.0,1.0,10.0,"1,046,747,917",3.0,"10,000,000",80.0,"175,312","272,829,311",2024/7/15
24080,3.0,5.0,24.0,27.0,28.0,9.0,11.0,"1,020,105,408",3.0,"10,000,000",69.0,"220,379","291,094,012",2024/7/13
24079,3.0,8.0,17.0,18.0,23.0,6.0,11.0,"991,691,071",6.0,"9,403,336",158.0,"62,028","268,730,382",2024/7/10
24078,5.0,7.0,10.0,14.0,15.0,4.0,7.0,"1,008,923,164",6.0,"8,221,379",115.0,"87,283","268,900,803",2024/7/8
24077,1.0,3.0,25.0,26.0,29.0,6.0,12.0,"1,038,326,615",3.0,"10,000,000",89.0,"156,312","290,800,928",2024/7/6
24076,1.0,6.0,22.0,27.0,35.0,7.0,12.0,"1,020,815,446",5.0,"10,000,000",86.0,"125,651","267,258,235",2024/7/3
24075,8.0,17.0,26.0,28.0,32.0,1.0,10.0,"1,018,960,255",2.0,"10,000,000",71.0,"179,582","271,990,488",2024/7/1
24074,2.0,10.0,11.0,21.0,27.0,9.0,11.0,"982,548,557",5.0,"10,000,000",149.0,"89,477","299,903,507",2024/6/29
24073,7.0,9.0,12.0,21.0,23.0,5.0,9.0,"975,514,514",5.0,"10,000,000",144.0,"73,811","274,592,514",2024/6/26
24072,4.0,17.0,21.0,23.0,32.0,1.0,6.0,"983,268,734",0.0,0,50.0,"299,976","277,834,690",2024/6/24
24071,6.0,10.0,15.0,34.0,35.0,2.0,10.0,"915,626,816",1.0,"10,000,000",73.0,"208,366","299,309,419",2024/6/22
24070,4.0,20.0,21.0,32.0,34.0,2.0,9.0,"853,967,599",5.0,"10,000,000",71.0,"191,527","285,815,574",2024/6/19
24069,7.0,9.0,16.0,20.0,24.0,3.0,7.0,"861,827,970",4.0,"10,000,000",209.0,"46,671","283,229,251",2024/6/17
24068,15.0,20.0,31.0,32.0,33.0,5.0,10.0,"856,579,361",8.0,"8,633,190",93.0,"143,076","309,548,443",2024/6/15
24067,3.0,11.0,14.0,20.0,22.0,6.0,9.0,"887,419,662",6.0,"8,434,472",216.0,"44,822","284,089,108",2024/6/12
24066,13.0,19.0,20.0,24.0,25.0,6.0,7.0,"913,263,902",5.0,"10,000,000",153.0,"73,056","273,100,690",2024/6/10
24065,5.0,10.0,18.0,26.0,27.0,3.0,6.0,"921,687,696",11.0,"8,094,947",360.0,"41,325","309,719,434",2024/6/8
24064,5.0,12.0,21.0,32.0,33.0,8.0,9.0,"962,849,744",6.0,"10,000,000",121.0,"109,189","288,277,616",2024/6/5
24063,7.0,12.0,16.0,33.0,34.0,1.0,3.0,"973,735,264",10.0,"7,845,807",52.0,"290,678","292,831,289",2024/6/3
24062,5.0,14.0,15.0,16.0,33.0,3.0,5.0,"1,026,874,292",4.0,"10,000,000",78.0,"187,908","315,884,493",2024/6/1
24061,1.0,12.0,19.0,31.0,33.0,5.0,8.0,"1,010,655,904",2.0,"10,000,000",70.0,"191,462","299,445,616",2024/5/29
24060,3.0,21.0,25.0,28.0,30.0,1.0,12.0,"972,277,349",2.0,"10,000,000",67.0,"249,663","296,628,686",2024/5/27
24059,17.0,18.0,20.0,25.0,31.0,3.0,12.0,"931,975,708",2.0,"10,000,000",79.0,"210,693","324,880,212",2024/5/25
24058,6.0,10.0,13.0,20.0,32.0,1.0,2.0,"870,850,889",0.0,0,80.0,"194,302","309,602,010",2024/5/22
24057,9.0,25.0,30.0,33.0,34.0,3.0,9.0,"800,308,582",13.0,"8,286,191",64.0,"226,747","318,410,232",2024/5/20
24056,16.0,17.0,18.0,27.0,35.0,6.0,12.0,"843,912,893",6.0,"9,728,340",120.0,"109,224","336,018,142",2024/5/18
24055,7.0,17.0,22.0,30.0,34.0,5.0,7.0,"863,670,781",3.0,"10,000,000",62.0,"221,453","317,431,264",2024/5/15
24054,5.0,6.0,9.0,11.0,22.0,1.0,3.0,"832,891,427",5.0,"10,000,000",176.0,"76,457","320,575,371",2024/5/13
24053,1.0,7.0,19.0,20.0,35.0,3.0,9.0,"830,363,706",14.0,"7,105,231",293.0,"37,147","336,156,975",2024/5/11
24052,2.0,3.0,13.0,22.0,34.0,4.0,8.0,"889,972,405",3.0,"10,000,000",84.0,"167,577","310,107,521",2024/5/8
24051,5.0,21.0,22.0,23.0,29.0,1.0,2.0,"873,151,022",2.0,"10,000,000",84.0,"178,405","315,085,775",2024/5/6
24050,3.0,4.0,14.0,18.0,26.0,7.0,9.0,"815,223,578",5.0,"7,763,994",165.0,"68,402","317,239,170",2024/5/4
24049,4.0,6.0,9.0,10.0,22.0,1.0,8.0,"797,733,183",4.0,"7,782,365",92.0,"136,026","314,130,981",2024/5/1
24048,12.0,18.0,21.0,26.0,28.0,8.0,9.0,"778,092,485",6.0,"6,699,387",116.0,"95,120","334,634,953",2024/4/29
24047,11.0,19.0,21.0,26.0,35.0,10.0,11.0,"778,752,831",1.0,"10,000,000",140.0,"102,166","359,497,689",2024/4/27
24046,6.0,12.0,17.0,29.0,30.0,7.0,11.0,"719,960,457",21.0,"6,357,343",171.0,"68,859","339,369,342",2024/4/24
24045,9.0,10.0,14.0,31.0,32.0,3.0,8.0,"849,701,017",11.0,"7,959,250",245.0,"53,044","340,035,744",2024/4/22
24044,3.0,13.0,15.0,17.0,22.0,6.0,10.0,"899,843,309",7.0,"10,000,000",71.0,"234,449","363,290,238",2024/4/20
24043,3.0,4.0,8.0,14.0,27.0,5.0,7.0,"913,546,496",5.0,"10,000,000",93.0,"149,543","337,646,989",2024/4/17
24042,1.0,8.0,15.0,23.0,35.0,5.0,12.0,"922,909,347",3.0,"10,000,000",84.0,"207,584","347,841,577",2024/4/15
24041,6.0,8.0,14.0,16.0,28.0,3.0,5.0,"876,124,219",10.0,"9,149,915",166.0,"89,598","370,223,535",2024/4/13
24040,5.0,12.0,16.0,29.0,30.0,3.0,6.0,"907,166,367",7.0,"9,689,751",123.0,"114,513","350,033,896",2024/4/10
24039,3.0,10.0,11.0,20.0,22.0,6.0,10.0,"931,378,507",5.0,"10,000,000",133.0,"113,233","349,193,612",2024/4/8
24038,15.0,22.0,24.0,25.0,29.0,1.0,5.0,"911,253,520",7.0,"10,000,000",85.0,"209,195","364,876,225",2024/4/6
24037,17.0,19.0,20.0,29.0,35.0,7.0,11.0,"927,354,951",5.0,"10,000,000",62.0,"215,860","343,086,982",2024/4/3
24036,2.0,5.0,11.0,32.0,34.0,6.0,10.0,"918,965,535",5.0,"10,000,000",77.0,"203,395","353,073,460",2024/4/1
24035,5.0,13.0,17.0,29.0,33.0,5.0,12.0,"926,324,125",5.0,"10,000,000",85.0,"212,457","382,184,067",2024/3/30
24034,23.0,26.0,27.0,29.0,33.0,5.0,8.0,"912,961,631",5.0,"10,000,000",101.0,"135,025","359,904,179",2024/3/27
24033,4.0,8.0,10.0,11.0,15.0,7.0,9.0,"921,716,263",3.0,"10,000,000",93.0,"155,489","356,750,334",2024/3/25
24032,5.0,15.0,26.0,33.0,35.0,1.0,9.0,"891,308,931",4.0,"10,000,000",84.0,"196,472","390,395,258",2024/3/23
24031,9.0,12.0,15.0,30.0,34.0,5.0,6.0,"863,917,071",2.0,"10,000,000",63.0,"315,168","372,883,742",2024/3/20
24030,8.0,9.0,11.0,19.0,30.0,6.0,12.0,"802,701,826",5.0,"10,000,000",173.0,"76,092","368,415,603",2024/3/18
24029,4.0,19.0,24.0,28.0,34.0,4.0,5.0,"815,798,946",3.0,"8,132,033",108.0,"135,996","321,907,209",2024/3/16
24028,13.0,18.0,20.0,26.0,28.0,4.0,8.0,"793,751,297",7.0,"6,557,970",94.0,"114,840","290,304,264",2024/3/13
24027,8.0,9.0,16.0,22.0,23.0,7.0,9.0,"797,510,013",11.0,"6,990,402",130.0,"74,810","294,174,414",2024/3/11
24026,1.0,18.0,21.0,26.0,33.0,2.0,12.0,"855,790,631",2.0,"10,000,000",37.0,"460,501","309,482,982",2024/3/9
24025,1.0,2.0,8.0,18.0,27.0,4.0,8.0,"803,788,991",1.0,"10,000,000",161.0,"71,434","287,737,493",2024/3/6
24024,3.0,5.0,12.0,17.0,26.0,1.0,12.0,"755,385,807",3.0,"8,798,252",131.0,"92,413","288,745,840",2024/3/4
24023,8.0,10.0,12.0,14.0,22.0,5.0,9.0,"732,529,068",6.0,"7,312,943",120.0,"103,144","310,377,214",2024/3/2
24022,7.0,9.0,11.0,31.0,32.0,4.0,8.0,"722,283,851",5.0,"7,000,760",169.0,"51,763","285,993,558",2024/2/28
24021,1.0,12.0,16.0,20.0,28.0,7.0,9.0,"717,631,060",21.0,"5,982,202",101.0,"117,627","282,070,714",2024/2/26
24020,2.0,4.0,8.0,19.0,26.0,2.0,6.0,"878,719,861",4.0,"10,000,000",135.0,"84,829","294,279,472",2024/2/24
24019,19.0,20.0,26.0,29.0,30.0,3.0,4.0,"871,199,741",6.0,"8,217,484",130.0,"80,002","269,021,669",2024/2/21
24018,4.0,12.0,19.0,25.0,27.0,1.0,9.0,"900,623,260",6.0,"10,000,000",119.0,"117,921","298,212,980",2024/2/19
24017,3.0,7.0,25.0,27.0,35.0,1.0,4.0,"914,830,111",0.0,0,105.0,"181,062","347,010,224",2024/2/7
24016,15.0,18.0,25.0,27.0,29.0,6.0,11.0,"836,640,938",4.0,"10,000,000",89.0,"168,713","291,609,488",2024/2/5
24015,8.0,11.0,14.0,24.0,31.0,5.0,6.0,"832,704,686",15.0,"6,784,841",149.0,"73,321","293,435,107",2024/2/3
24014,4.0,5.0,16.0,21.0,31.0,9.0,11.0,"899,112,802",3.0,"10,000,000",108.0,"128,779","277,054,139",2024/1/31
24013,5.0,22.0,25.0,28.0,30.0,3.0,12.0,"867,748,199",10.0,"7,927,899",88.0,"126,216","273,865,726",2024/1/29
24012,21.0,22.0,25.0,26.0,34.0,1.0,9.0,"906,728,562",0.0,0,57.0,"311,796","302,400,695",2024/1/27
24011,1.0,3.0,27.0,32.0,34.0,1.0,7.0,"826,914,379",4.0,"10,000,000",53.0,"233,964","278,088,460",2024/1/24
24010,2.0,8.0,10.0,15.0,27.0,2.0,8.0,"823,023,678",8.0,"7,815,815",115.0,"80,040","277,288,880",2024/1/22
24009,15.0,18.0,19.0,24.0,26.0,5.0,9.0,"855,885,855",2.0,"10,000,000",129.0,"119,214","310,609,197",2024/1/20
24008,4.0,6.0,11.0,20.0,30.0,3.0,5.0,"813,246,230",6.0,"9,547,905",136.0,"84,867","290,297,440",2024/1/17
24007,4.0,5.0,28.0,34.0,35.0,4.0,11.0,"831,890,343",12.0,"7,361,176",174.0,"61,218","295,347,811",2024/1/15
24006,8.0,13.0,16.0,17.0,33.0,2.0,10.0,"881,907,619",6.0,"10,000,000",90.0,"140,208","317,993,801",2024/1/13
24005,3.0,5.0,7.0,9.0,12.0,5.0,8.0,"891,647,288",15.0,"6,259,584",310.0,"25,139","296,118,578",2024/1/10
24004,2.0,6.0,18.0,19.0,27.0,8.0,9.0,"966,373,900",10.0,"6,632,781",193.0,"45,844","293,740,320",2024/1/8
24003,7.0,9.0,12.0,23.0,29.0,1.0,2.0,"1,033,378,431",9.0,"7,766,564",195.0,"59,738","316,688,194",2024/1/6
24002,1.0,6.0,8.0,27.0,32.0,3.0,4.0,"1,075,477,263",7.0,"8,971,726",164.0,"67,883","287,934,747",2024/1/3
24001,3.0,9.0,17.0,26.0,35.0,2.0,7.0,"1,097,128,761",7.0,"8,913,873",102.0,"120,804","288,568,779",2024/1/1
23150,5.0,6.0,17.0,18.0,33.0,11.0,12.0,"1,123,526,131",4.0,"10,000,000",159.0,"91,893","314,687,875",2023/12/30
23149,1.0,16.0,17.0,21.0,29.0,1.0,6.0,"1,103,823,973",6.0,"9,555,249",95.0,"130,109","287,474,518",2023/12/27
23148,11.0,12.0,20.0,21.0,27.0,2.0,12.0,"1,124,396,080",6.0,"10,000,000",107.0,"110,336","288,709,459",2023/12/25
23147,6.0,7.0,19.0,33.0,34.0,3.0,8.0,"1,139,271,875",5.0,"10,000,000",72.0,"162,352","300,086,203",2023/12/23
23146,14.0,18.0,19.0,26.0,31.0,2.0,7.0,"1,149,841,281",5.0,"10,000,000",62.0,"209,503","283,511,398",2023/12/20
23145,6.0,10.0,12.0,32.0,33.0,6.0,7.0,"1,141,903,902",3.0,"10,000,000",87.0,"157,236","281,788,090",2023/12/18
23144,5.0,14.0,18.0,25.0,35.0,1.0,10.0,"1,134,916,198",5.0,"10,000,000",99.0,"149,256","305,447,538",2023/12/16
23143,9.0,20.0,23.0,29.0,33.0,2.0,10.0,"1,127,826,662",1.0,"10,000,000",94.0,"149,042","290,282,263",2023/12/13
23142,4.0,13.0,15.0,17.0,32.0,10.0,12.0,"1,083,472,753",5.0,"10,000,000",60.0,"283,757","294,429,085",2023/12/11
23141,4.0,22.0,25.0,30.0,31.0,4.0,5.0,"1,062,646,770",5.0,"10,000,000",81.0,"185,420","326,977,354",2023/12/9
23140,1.0,2.0,9.0,19.0,30.0,1.0,2.0,"1,043,730,972",6.0,"10,000,000",113.0,"129,633","311,212,097",2023/12/6
23139,15.0,16.0,25.0,31.0,34.0,5.0,9.0,"1,053,823,169",5.0,"10,000,000",59.0,"270,955","306,026,254",2023/12/4
23138,7.0,12.0,20.0,28.0,31.0,9.0,10.0,"1,063,005,170",2.0,"10,000,000",137.0,"104,704","330,230,586",2023/12/2
23137,4.0,19.0,21.0,30.0,31.0,6.0,12.0,"1,023,516,741",5.0,"10,000,000",79.0,"205,975","314,969,674",2023/11/29
23136,13.0,23.0,27.0,30.0,34.0,6.0,9.0,"1,020,724,605",4.0,"10,000,000",75.0,"209,832","324,906,521",2023/11/27
23135,5.0,18.0,22.0,28.0,29.0,9.0,12.0,"1,004,596,055",15.0,"6,929,543",104.0,"147,931","342,060,398",2023/11/25
23134,10.0,15.0,22.0,27.0,33.0,1.0,12.0,"1,094,743,541",5.0,"10,000,000",70.0,"259,476","326,277,594",2023/11/22
23133,10.0,18.0,25.0,28.0,33.0,5.0,11.0,"1,062,683,066",6.0,"8,695,944",164.0,"61,063","316,833,724",2023/11/20
23132,3.0,4.0,12.0,15.0,23.0,2.0,6.0,"1,084,953,129",4.0,"10,000,000",88.0,"193,088","335,031,221",2023/11/18
23131,3.0,7.0,21.0,22.0,24.0,6.0,7.0,"1,049,374,831",2.0,"10,000,000",157.0,"83,937","311,865,692",2023/11/15
23130,13.0,20.0,27.0,29.0,30.0,1.0,7.0,"1,023,653,096",3.0,"10,000,000",90.0,"163,618","307,985,223",2023/11/13
23129,9.0,23.0,25.0,27.0,33.0,6.0,12.0,"996,449,656",2.0,"10,000,000",101.0,"157,984","330,972,531",2023/11/11
23128,1.0,5.0,7.0,12.0,13.0,2.0,6.0,"951,297,118",4.0,"10,000,000",100.0,"152,691","304,299,864",2023/11/8
23127,4.0,7.0,8.0,18.0,19.0,2.0,6.0,"926,105,316",3.0,"10,000,000",126.0,"109,972","301,104,265",2023/11/6
23126,7.0,12.0,17.0,26.0,34.0,2.0,6.0,"901,877,084",13.0,"8,662,429",101.0,"177,906","333,657,269",2023/11/4
23125,7.0,25.0,26.0,29.0,32.0,2.0,8.0,"942,573,827",1.0,"10,000,000",67.0,"229,717","317,245,687",2023/11/1
23124,6.0,18.0,23.0,27.0,32.0,6.0,10.0,"891,019,556",2.0,"10,000,000",185.0,"51,836","308,575,993",2023/10/30
23123,2.0,14.0,16.0,28.0,30.0,2.0,7.0,"865,257,536",4.0,"10,000,000",128.0,"102,753","325,381,412",2023/10/28
23122,1.0,7.0,9.0,25.0,29.0,10.0,12.0,"852,345,166",3.0,"10,000,000",148.0,"86,604","302,656,130",2023/10/25
23121,5.0,11.0,15.0,23.0,33.0,1.0,9.0,"828,549,499",12.0,"8,513,200",94.0,"147,219","305,281,727",2023/10/23
23120,2.0,8.0,16.0,31.0,34.0,1.0,10.0,"864,940,795",2.0,"10,000,000",130.0,"148,794","318,242,674",2023/10/21
23119,4.0,8.0,10.0,14.0,21.0,4.0,10.0,"812,121,301",4.0,"10,000,000",106.0,"126,259","302,972,888",2023/10/18
23118,6.0,7.0,13.0,25.0,33.0,5.0,8.0,"800,852,861",8.0,"7,792,198",102.0,"91,286","298,333,764",2023/10/16
23117,5.0,7.0,15.0,18.0,20.0,3.0,4.0,"833,842,004",5.0,"10,000,000",110.0,"134,577","323,243,808",2023/10/14
23116,1.0,3.0,9.0,18.0,29.0,4.0,9.0,"814,561,510",7.0,"8,003,202",196.0,"38,117","300,369,085",2023/10/11
23115,7.0,10.0,23.0,31.0,34.0,2.0,10.0,"840,443,521",9.0,"7,616,663",177.0,"57,512","292,932,368",2023/10/9
23114,2.0,25.0,27.0,30.0,35.0,1.0,10.0,"877,911,008",3.0,"10,000,000",58.0,"339,994","324,479,019",2023/10/7
23113,6.0,8.0,30.0,32.0,33.0,3.0,10.0,"824,494,856",6.0,"9,413,555",143.0,"83,572","299,774,264",2023/9/30
23112,1.0,11.0,17.0,22.0,27.0,2.0,9.0,"843,710,765",4.0,"10,000,000",98.0,"138,141","294,348,984",2023/9/27
23111,3.0,12.0,15.0,28.0,35.0,2.0,12.0,"826,081,056",3.0,"9,178,567",168.0,"76,073","294,847,714",2023/9/25
23110,4.0,9.0,11.0,13.0,17.0,7.0,8.0,"799,033,238",3.0,"10,000,000",136.0,"105,043","316,886,671",2023/9/23
23109,1.0,12.0,21.0,22.0,31.0,2.0,9.0,"769,146,801",2.0,"9,999,751",106.0,"137,876","300,583,964",2023/9/20
23108,5.0,6.0,17.0,30.0,32.0,2.0,8.0,"734,949,392",5.0,"7,050,476",135.0,"88,715","301,547,351",2023/9/18
23107,1.0,12.0,15.0,16.0,18.0,3.0,10.0,"728,703,279",1.0,"10,000,000",80.0,"208,139","324,896,606",2023/9/16
23106,16.0,24.0,26.0,28.0,31.0,1.0,6.0,"663,727,794",0.0,0,44.0,"346,897","300,068,817",2023/9/13
23105,7.0,8.0,19.0,20.0,25.0,2.0,11.0,"594,852,807",26.0,"5,322,339",176.0,"66,865","294,104,641",2023/9/11
23104,6.0,15.0,16.0,32.0,33.0,8.0,10.0,"772,096,222",22.0,"6,310,674",133.0,"112,368","315,933,686",2023/9/9
23103,8.0,11.0,19.0,31.0,32.0,8.0,11.0,"920,553,793",6.0,"8,485,103",237.0,"40,103","294,563,981",2023/9/6
23102,2.0,4.0,7.0,16.0,33.0,7.0,11.0,"943,721,192",2.0,"10,000,000",69.0,"201,538","295,396,987",2023/9/4
23101,6.0,14.0,16.0,17.0,28.0,7.0,10.0,"893,838,614",4.0,"10,000,000",94.0,"142,203","315,967,170",2023/9/2
23100,4.0,6.0,13.0,19.0,35.0,9.0,11.0,"888,328,938",1.0,"10,000,000",54.0,"283,431","286,977,321",2023/8/30
23099,9.0,11.0,13.0,22.0,23.0,6.0,7.0,"830,398,089",17.0,"6,065,668",176.0,"44,674","282,172,880",2023/8/28
23098,2.0,7.0,15.0,30.0,34.0,5.0,9.0,"933,433,567",6.0,"9,391,734",75.0,"192,083","304,752,327",2023/8/26
23097,6.0,7.0,18.0,20.0,22.0,3.0,9.0,"958,839,854",6.0,"10,000,000",85.0,"137,779","283,734,165",2023/8/23
23096,6.0,7.0,14.0,21.0,31.0,3.0,10.0,"966,376,074",1.0,"10,000,000",89.0,"164,626","282,075,812",2023/8/21
23095,8.0,19.0,28.0,32.0,34.0,3.0,7.0,"915,556,976",1.0,"10,000,000",75.0,"179,885","307,851,614",2023/8/19
23094,12.0,19.0,22.0,28.0,32.0,8.0,12.0,"867,355,969",1.0,"10,000,000",102.0,"135,725","285,551,526",2023/8/16
23093,11.0,14.0,17.0,19.0,21.0,1.0,5.0,"816,338,505",4.0,"7,978,094",81.0,"163,503","286,169,239",2023/8/14
23092,3.0,16.0,21.0,26.0,32.0,3.0,12.0,"795,974,256",3.0,"10,000,000",126.0,"124,472","306,558,540",2023/8/12
23091,6.0,16.0,18.0,28.0,29.0,7.0,11.0,"755,893,826",7.0,"6,453,360",164.0,"65,846","289,311,919",2023/8/9
23090,8.0,11.0,12.0,19.0,35.0,11.0,12.0,"762,647,025",28.0,"5,993,406",199.0,"53,508","280,933,706",2023/8/7
23089,3.0,12.0,20.0,26.0,35.0,2.0,12.0,"904,845,174",4.0,"10,000,000",90.0,"163,975","306,682,199",2023/8/5
23088,8.0,14.0,16.0,22.0,24.0,9.0,12.0,"871,592,817",7.0,"9,324,634",79.0,"176,397","287,409,545",2023/8/2
23087,3.0,4.0,16.0,19.0,24.0,4.0,5.0,"895,827,940",2.0,"10,000,000",114.0,"101,954","286,062,808",2023/7/31
23086,3.0,11.0,15.0,20.0,35.0,7.0,11.0,"864,979,868",6.0,"10,000,000",54.0,"313,987","311,653,031",2023/7/29
23085,11.0,12.0,26.0,31.0,35.0,5.0,7.0,"862,163,415",0.0,0,72.0,"165,469","293,963,316",2023/7/26
23084,3.0,5.0,8.0,24.0,32.0,7.0,8.0,"809,598,279",3.0,"8,187,716",111.0,"100,937","290,429,825",2023/7/24
23083,13.0,15.0,21.0,25.0,32.0,9.0,10.0,"790,074,141",8.0,"8,765,209",71.0,"227,041","317,082,009",2023/7/22
23082,2.0,8.0,9.0,15.0,20.0,3.0,9.0,"827,085,116",5.0,"9,527,865",167.0,"53,347","299,141,777",2023/7/19
23081,5.0,6.0,23.0,28.0,35.0,7.0,10.0,"841,378,608",13.0,"7,201,205",140.0,"79,676","293,496,142",2023/7/17
23080,1.0,2.0,9.0,16.0,30.0,1.0,11.0,"899,395,410",2.0,"10,000,000",130.0,"113,278","319,156,762",2023/7/15
23079,6.0,8.0,26.0,29.0,34.0,5.0,8.0,"860,725,831",5.0,"10,000,000",72.0,"180,335","297,882,990",2023/7/12
